timestamp,cattle_id,pen_id,zone,behavior_state,health_state,pos_x_m,pos_y_m,body_weight_kg,feed_intake_kg,water_intake_L,heat_load_index,stress_score,rfid_ping,ambient_temp_C,relative_humidity_pct,wind_speed_ms,solar_radiation_Wm2,thi_index,step_count,mqtt_topic
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,11.18,23.84,388.97,0,0,0.0026,0,1,3.15,95.4,2.53,17.98,38.19,0,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,11.16,23.8,388.97,0,0,0,0.0066,0,2.96,94.17,2.82,22.8,37.99,0,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,11.09,23.82,388.97,0,0,0,0,0,3.19,94.83,2.97,0,38.33,0,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,ALLEY,WALKING,SUSCEPTIBLE,11.04,24.39,388.97,0,0,0,0.0109,0,3.46,94.54,2.47,0,38.82,1,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,11.11,24.41,388.97,0,0,0,0,0,2.93,95.44,2.77,0,37.8,1,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,11.07,24.5,388.97,0,0,0,0.0007,0,2.93,95.55,2.82,12.25,37.78,1,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,11.14,24.45,388.97,0,0,0,0.0091,0,3.47,95.89,2.56,0,38.7,1,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,11.15,24.41,388.97,0,0,0,0,0,3.23,95.35,3.11,16.24,38.33,1,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,11.2,24.51,388.97,0,0,0,0.0019,0,2.86,95.17,2.83,0,37.7,1,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,11.3,24.59,388.97,0,0,0,0.0194,0,3.16,96.85,2.35,0,38.05,1,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,11.23,24.65,388.97,0,0,0,0.0227,0,2.86,93.48,2.6,0,37.9,1,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,11.3,24.59,388.97,0,0,0,0.0027,0,2.86,96.7,2.79,14.17,37.53,1,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,ALLEY,WALKING,SUSCEPTIBLE,11.66,24.96,388.97,0,0,0.0086,0.0039,0,3.07,94.71,3.11,0,38.13,2,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,ALLEY,WALKING,SUSCEPTIBLE,11.79,24.8,388.97,0,0,0.0072,0,0,2.43,95.57,2.72,4.2,36.9,3,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,11.69,24.83,388.97,0,0,0.009,0,0,2.48,94.67,2.62,3.93,37.1,3,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,11.74,24.8,388.97,0,0,0.0076,0.0046,0,2.83,94.3,2.92,0,37.76,3,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,11.72,24.9,388.97,0,0,0,0,0,2.7,95.48,2.48,5.34,37.38,3,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,11.78,24.86,388.97,0,0,0,0.0058,0,3.09,96.04,2.25,0,38.02,3,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,ALLEY,WALKING,SUSCEPTIBLE,12.15,24.67,388.97,0,0,0,0,0,2.73,95.47,2.76,0,37.44,4,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,12.15,24.69,388.97,0,0,0,0.0081,0,2.58,94.46,2.44,0,37.29,4,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,12.22,24.63,388.97,0,0,0,0,0,3.44,98.61,3.37,0,38.34,4,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,12.21,24.66,388.97,0,0,0,0.0056,0,2.93,96.2,2.63,0,37.71,4,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,12.2,24.69,388.97,0,0,0.0089,0.0185,0,3.02,95.93,2.77,13.2,37.9,4,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,12.22,24.79,388.97,0,0,0.0091,0,0,2.57,94.65,2.37,0,37.26,4,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,12.25,24.89,388.97,0,0,0.0023,0.0061,0,2.84,94.37,2.94,12.89,37.76,4,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,12.3,24.82,388.97,0,0,0.0099,0.0059,0,3.03,94.72,2.56,0,38.06,4,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,12.39,24.73,388.97,0,0,0.0055,0,0,2.65,96.08,2.53,0,37.24,4,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,12.29,24.77,388.97,0,0,0.0111,0,0,3.11,94.01,2.54,7.2,38.28,4,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,ALLEY,WALKING,SUSCEPTIBLE,12.6,25.18,388.97,0,0,0,0,0,2.82,93.93,2.19,8.4,37.78,5,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,12.69,25.16,388.97,0,0,0,0,0,2.91,95.54,2.5,0,37.75,5,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,12.61,25.21,388.97,0,0,0.004,0.0176,0,2.82,95.32,2.74,17.04,37.62,5,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,12.58,25.14,388.97,0,0,0,0,0,3.56,94.23,2.12,22.81,39.03,5,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,12.67,25.2,388.97,0,0,0,0,0,3,93.91,2.89,9.4,38.09,5,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,12.64,25.19,388.97,0,0,0.0004,0.0052,0,2.68,96.44,2.51,1.16,37.25,5,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,12.69,25.21,388.97,0,0,0.0011,0.0076,0,3.25,95.36,2.66,30.18,38.36,5,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,12.59,25.17,388.97,0,0,0,0.0015,0,2.63,93.64,1.92,8.09,37.49,5,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,12.66,25.16,388.97,0,0,0,0.0017,0,3.06,93.71,2.66,2.96,38.23,5,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,12.64,25.18,388.97,0,0,0,0.0082,0,2.41,94.64,2.28,25.5,36.98,5,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,12.66,25.26,388.97,0,0,0.0002,0.0047,0,2.6,95.73,2.49,24.04,37.19,5,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,12.61,25.31,388.97,0,0,0,0.007,0,3.06,95.59,2.13,0,38.01,5,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,12.67,25.39,388.97,0,0,0,0.0047,0,3.22,96.13,2.34,0,38.23,5,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,12.68,25.49,388.97,0,0,0,0,0,3.05,93.51,2.56,8.78,38.23,5,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,12.7,25.58,388.97,0,0,0,0.0095,0,2.97,95.22,2.53,18.41,37.88,5,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,12.66,25.57,388.97,0,0,0,0.0069,0,2.91,96.43,2.88,0,37.65,5,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,ALLEY,WALKING,SUSCEPTIBLE,12.57,24.77,388.97,0,0,0,0.0216,0,2.56,96.33,2.05,13.62,37.04,6,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,12.57,24.83,388.97,0,0,0,0.0129,0,2.78,95.36,2.6,0,37.55,6,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,12.48,24.81,388.97,0,0,0,0.0015,0,2.86,97.35,2.59,10.76,37.46,6,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,RESTING,SUSCEPTIBLE,12.53,24.87,388.97,0,0,0.0067,0.0123,0,3.32,95.61,2.49,0,38.46,6,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,12.53,24.81,388.97,0,0,0,0,0,3.1,96.04,2.35,0,38.03,6,cattle/TAG_1001/state
2/18/2026 6:00,TAG_1001,PEN_C,OPEN_AREA,SOCIAL_CLUSTERING,SUSCEPTIBLE,12.55,24.76,388.97,0,0,0,0.0016,0,2.47,95.04,2.96,0,37.04,6,cattle/TAG_1001/state
